"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDJ10","OUT010",335.812418308894
"FDW36","OUT017",1710.00925618801
"FDW21","OUT010",246.476309353272
"FDY19","OUT017",2005.91549242605
"DRE03","OUT013",774.964202652767
"NCC55","OUT049",819.560061556047
"FDH52","OUT010",165.849989779824
"FDO09","OUT017",4232.66116029585
"FDU43","OUT045",3753.84637317439
"FDX09","OUT010",421.708398938822
"FDH40","OUT019",233.179493079883
"FDW58","OUT017",1854.63390162496
"FDC47","OUT017",4350.58884929825
"NCR41","OUT035",1733.75561577043
"DRG49","OUT035",4697.58376523451
"FDC52","OUT027",4099.99467585144
"FDY13","OUT046",1281.73472447261
"FDY35","OUT013",913.540844582891
"FDI35","OUT017",4031.24733102573
"NCU18","OUT049",2418.02159679618
"FDY33","OUT018",2662.46087184915
"FDC15","OUT027",4033.5401485363
"FDU01","OUT049",3130.652470261
"NCU42","OUT046",2911.40082517339
"NCV29","OUT018",2429.98779213817
"NCY30","OUT017",3108.14752534452
"FDQ46","OUT049",1823.71835863017
"FDG58","OUT027",4138.7061143486
"FDK33","OUT017",4333.25856624547
"NCD07","OUT045",1412.7250021151
"NCX29","OUT027",3662.17436059673
"NCT42","OUT013",2424.2512435618
"DRN59","OUT035",787.628425365748
"FDI44","OUT035",1419.2523161761
"FDA45","OUT049",2174.41267810637
"FDP31","OUT045",1003.22404773224
"FDY01","OUT046",1871.37019670467
"FDT09","OUT018",1868.33735915252
"DRH03","OUT027",2505.11747089386
"FDA36","OUT018",2508.73571382389
"NCF31","OUT017",2338.90826653164
"FDG14","OUT049",2508.05490637097
"FDG28","OUT027",5809.55869182223
"FDU14","OUT049",3720.20794479022
"FDY47","OUT019",296.351321500608
"FDI56","OUT049",1482.00479298602
"DRD01","OUT013",867.506488476668
"FDM22","OUT046",1060.5660525306
"FDH33","OUT013",737.775680285837
"DRZ24","OUT013",2098.32760276725
"NCQ38","OUT046",1655.74856843193
"FDO16","OUT027",2300.18300400796
"FDU07","OUT027",4052.44891050528
"NCB07","OUT013",2625.61379518551
"FDU48","OUT045",1758.81784934647
"NCM43","OUT045",2474.31810424632
"FDR31","OUT010",297.527403887463
"DRK49","OUT018",610.870564119619
"NCI30","OUT010",671.417320372485
"DRD60","OUT017",3215.12204879295
"NCG19","OUT046",3297.87504821949
"FDH12","OUT035",1700.33939936564
"FDM32","OUT035",1703.71355331953
"FDM27","OUT035",2622.51017331424
"NCU53","OUT027",4064.74808073836
"NCQ18","OUT046",1735.5816719565
"FDS10","OUT013",3110.62661690969
"FDB33","OUT027",4617.56434966139
"FDI12","OUT013",1343.33651804845
"NCW42","OUT013",3838.64017964069
"NCC06","OUT018",1768.66326931115
"FDW02","OUT017",2264.54920357323
"NCD43","OUT017",1732.1457093987
"FDM57","OUT018",1114.56318580301
"FDA58","OUT017",3562.63902890576
"FDK56","OUT046",3091.17794292673
"FDP52","OUT045",4019.48608540518
"FDW20","OUT018",1670.60603761672
"FDS52","OUT049",1659.91108267696
"NCT29","OUT018",1653.42914821928
"NCL54","OUT013",2987.35284692708
"FDC05","OUT045",2721.23253789506
"FDF34","OUT035",2834.44915054219
"FDP03","OUT027",3025.74068009324
"FDD32","OUT010",177.744465585762
"FDZ10","OUT045",1958.46311889531
"FDZ40","OUT035",858.888544278095
"FDD51","OUT018",807.085503724927
"NCY30","OUT019",416.177639181732
"FDP58","OUT017",3529.43974820703
"FDV49","OUT017",4232.59902743262
"FDY24","OUT019",182.183232740139
"NCO55","OUT017",1597.46751384352
"FDR13","OUT017",2044.10821545616
"FDS51","OUT017",1023.8231475992
"FDP26","OUT045",1289.31822527916
"NCB54","OUT027",3482.21105455617
"FDF32","OUT017",3255.62727591764
"FDN31","OUT018",2715.06601384137
"DRM48","OUT017",788.404495264783
"FDN20","OUT049",2933.2482261248
"DRL01","OUT046",3449.2817544816
"FDV56","OUT049",1554.34292240341
"DRH13","OUT027",2624.35256662578
"FDA03","OUT017",2417.28301891485
"FDF47","OUT027",5248.00140793647
"FDX32","OUT046",2695.80844946986
"FDX57","OUT049",1943.63268999546
"NCA30","OUT045",2998.36672189995
"FDO49","OUT013",731.47241926647
"FDL04","OUT019",251.753322032256
"DRM48","OUT035",826.478060798299
"FDR16","OUT013",3382.77338785387
"NCC19","OUT018",2680.3615029497
"NCE42","OUT045",2647.50235846493
"FDY24","OUT017",1212.8164240447
"FDH19","OUT049",2660.16575647529
"FDJ46","OUT013",2666.512643666
"FDN45","OUT010",575.41943305376
"FDY08","OUT035",2216.88501613306
"FDZ37","OUT035",1573.71525612105
"NCT30","OUT045",963.294455590056
"DRY23","OUT018",666.950531660077
"NCZ30","OUT018",1745.1174572174
"FDC44","OUT018",1511.04541143502
"FDB45","OUT035",1860.78630578083
"FDY04","OUT013",2427.62683682401
"FDM27","OUT046",2335.42887168486
"FDZ43","OUT017",4669.59333202618
"FDT39","OUT019",366.194677435506
"NCC06","OUT019",330.410406344033
"FDL15","OUT027",4180.3648412432
"FDL57","OUT017",4890.72203524222
"FDU08","OUT046",1456.00303742506
"FDK40","OUT017",3783.24574089947
"FDQ12","OUT010",473.211327632973
"FDS48","OUT017",2711.11274573737
"FDP09","OUT045",3422.24493963246
"FDW21","OUT049",1651.05850298983
"FDY25","OUT035",3517.85322859054
"DRE13","OUT017",1402.26870464215
"FDV43","OUT019",145.904244834498
"FDD22","OUT045",1723.26338682885
"FDM46","OUT019",295.115772077174
"NCO30","OUT010",471.414304970546
"FDM25","OUT046",2657.10861493512
"NCN41","OUT049",2046.7215309474
"FDU24","OUT045",1619.87925263676
"FDZ50","OUT046",3195.01632253636
"FDP45","OUT013",3888.11573399923
"NCM54","OUT045",1677.22677996891
"FDW10","OUT019",417.868595447842
"FDP20","OUT017",1976.79816884908
"FDK32","OUT046",2668.85923212232
"FDN52","OUT049",1221.49974553011
"FDM58","OUT045",2029.21512114248
"FDZ46","OUT027",3303.24719464656
"NCA18","OUT018",1694.26631442386
"FDD35","OUT046",2030.01814122821
"NCK31","OUT035",935.478110989824
"FDI40","OUT027",2769.77692559231
"FDT50","OUT019",225.727832401193
"NCT06","OUT046",2646.95093531914
"FDT31","OUT035",3064.30851781628
"FDT45","OUT049",942.59479551734
"FDT13","OUT045",3007.1578198677
"FDO50","OUT045",1538.18238862766
"NCU18","OUT010",296.307136703332
"NCR54","OUT049",3385.20534311211
"NCO18","OUT018",2458.50194726188
"FDU09","OUT045",881.777122168882
"FDT13","OUT018",2373.55577594241
"FDE09","OUT046",1845.42064817079
"NCK53","OUT019",274.370444402643
"FDG45","OUT049",3556.19693240022
"DRH15","OUT035",807.583962888706
"FDO21","OUT019",539.790851322289
"FDD14","OUT027",4663.69990026653
"FDC09","OUT046",1573.95905615616
"FDH45","OUT027",1761.02822530244
"FDV32","OUT046",1233.65449391619
"FDG12","OUT035",2147.70622522481
"FDS32","OUT013",2076.08317534369
"NCL55","OUT018",3472.00419134063
"DRE01","OUT035",4520.29617178308
"DRE15","OUT049",1234.12417680542
"NCL42","OUT045",3734.78676974995
"FDP31","OUT013",1028.46420911911
"FDN33","OUT018",1360.76781318034
"FDZ59","OUT046",3107.27835124181
"FDE45","OUT010",419.892900222281
"FDJ07","OUT013",1770.58623642731
"FDQ45","OUT018",2665.08818707182
"FDM33","OUT027",5507.87187258883
"FDO15","OUT010",181.446129122441
"FDM46","OUT013",1653.76281549419
"FDR03","OUT045",2942.1010486245
"FDY49","OUT018",2243.07704555775
"FDQ60","OUT045",1796.85587096509
"FDW10","OUT049",2500.33158461019
"FDO51","OUT049",907.575458730365
"FDJ40","OUT018",1426.86888079496
"FDS20","OUT018",2483.9587443944
"FDU45","OUT013",2263.4725252832
"FDV02","OUT035",2646.65197495338
"FDN09","OUT046",3170.79467356984
"NCM55","OUT027",4361.14046355432
"FDN23","OUT018",2435.80889125873
"FDY31","OUT010",349.988416995822
"FDW03","OUT010",284.354855812681
"FDD14","OUT046",2806.69230946727
"FDV23","OUT017",1741.30564896449
"DRI03","OUT045",2486.12867854957
"FDN13","OUT035",1460.8203610531
"FDF45","OUT027",2166.12448195147
"FDU46","OUT035",1616.02164445908
"FDB57","OUT049",3460.68322211532
"FDV12","OUT049",1953.35112991974
"FDQ58","OUT013",2375.79280346288
"NCA18","OUT017",1802.06783504225
"FDH52","OUT049",945.427396300874
"FDM24","OUT018",2292.8013630666
"NCP43","OUT027",4305.88633018162
"NCO18","OUT019",349.32992404255
"FDM32","OUT017",1566.89327196167
"NCL07","OUT017",742.039583968954
"FDK03","OUT013",4589.47304969383
"FDP59","OUT017",1722.88004222989
"FDQ24","OUT049",3747.37551412419
"FDQ16","OUT018",1456.56685832718
"FDU44","OUT013",2311.78760599167
"FDH28","OUT010",144.730710489218
"FDV28","OUT019",145.994341906457
"FDM22","OUT045",960.027259265974
"FDR56","OUT046",2607.68290244684
"FDV39","OUT049",2877.38447368378
"FDU37","OUT019",264.191073930709
"FDQ11","OUT010",696.858302796289
"FDX02","OUT045",3947.46185647371
"NCS42","OUT018",1510.52394274675
"FDY57","OUT027",2824.99470073752
"FDB21","OUT049",3755.04267875423
"FDE28","OUT017",3288.53958795548
"FDQ55","OUT017",2297.18937047674
"FDA48","OUT049",3559.27934772225
"FDZ19","OUT045",2422.93650542068
"NCC43","OUT045",3242.12672329562
"NCV18","OUT046",1554.39538517371
"NCA42","OUT018",2678.5198113525
"FDY45","OUT046",3295.36822624553
"NCC30","OUT045",2910.58931670418
"FDM57","OUT013",1451.45423416668
"FDL09","OUT010",397.874755893914
"FDB09","OUT027",3416.05921278168
"FDT44","OUT035",1873.04164599094
"NCT06","OUT027",4356.54548883745
"FDX26","OUT049",3351.58254418711
"FDK32","OUT013",2528.92834588324
"DRA12","OUT046",2047.39422340316
"FDO46","OUT010",533.694779567437
"FDE52","OUT013",1356.80180419694
"NCH42","OUT045",3606.28057708439
"FDV08","OUT035",779.480348323163
"FDB47","OUT018",2564.00641807824
"FDC28","OUT010",234.069233202446
"FDD22","OUT046",1709.36793813811
"FDS07","OUT027",3316.47514457349
"DRI13","OUT045",3325.37409339129
"FDG32","OUT018",3226.73687684938
"FDU14","OUT017",3639.83415769196
"FDD28","OUT019",156.588621340711
"NCP41","OUT017",1766.22734160021
"FDS08","OUT049",2583.62546139606
"FDX47","OUT045",2321.83406461663
"FDC53","OUT019",217.195188295954
"FDQ19","OUT035",3911.15084592174
"FDL14","OUT045",2420.92147162812
"FDM33","OUT019",545.911962693561
"FDA51","OUT045",1825.94804021856
"FDZ27","OUT018",832.393403767702
"FDT04","OUT046",750.301256781226
"DRC13","OUT049",1993.51152738729
"FDR16","OUT027",4948.08815594914
"FDQ03","OUT027",5575.92476282177
"FDE38","OUT035",2728.90821257121
"DRH23","OUT027",2094.61097782813
"FDT11","OUT019",595.021907913867
"FDD09","OUT035",3016.70038319095
"FDR40","OUT045",1338.1099392313
"FDX07","OUT017",3026.9148951411
"FDR07","OUT035",2054.06880138798
"FDA51","OUT017",1877.64216462221
"FDT59","OUT019",622.506192043475
"FDF20","OUT017",3274.49041245346
"FDR13","OUT045",1746.22449939948
"FDY26","OUT049",3308.23975618831
"FDW04","OUT017",1951.23694081355
"FDK52","OUT017",4358.90042019835
"FDN60","OUT049",2898.1396998171
"FDM09","OUT019",390.920621012687
"FDP46","OUT049",1583.99673812498
"FDB50","OUT019",288.572493675382
"NCQ29","OUT049",3648.75541034087
"FDP16","OUT027",5652.62951665847
"FDX33","OUT018",2445.89344566106
"FDP07","OUT010",490.691585373399
"FDN22","OUT046",3405.04316511849
"FDF39","OUT049",3885.15710403761
"FDS21","OUT017",1007.45032277562
"NCM42","OUT013",1722.6693529781
"FDK50","OUT019",470.118535458077
"DRF13","OUT027",3715.38014873071
"FDH35","OUT018",2246.41420625739
"FDP60","OUT018",1479.13818202544
"DRJ49","OUT027",2870.55102326412
"NCT42","OUT019",404.267487629761
"FDE38","OUT049",2551.90632237435
"FDI04","OUT049",3458.1664927401
"NCH54","OUT045",2752.83895745392
"FDT56","OUT049",944.709871381001
"DRD15","OUT018",3180.55580449712
"FDV58","OUT013",2862.36355406624
"FDP21","OUT049",3388.50804201352
"FDH05","OUT013",3285.5443049795
"FDR10","OUT027",4508.94103922825
"NCP06","OUT045",2075.85588789717
"FDF33","OUT049",1815.72937024424
"DRK37","OUT013",3384.21032277746
"DRH49","OUT045",1301.03616150474
"FDT58","OUT013",2634.70988654622
"FDD41","OUT018",1480.29530229019
"FDP40","OUT018",1915.94017151031
"FDM51","OUT027",2757.20308506443
"FDO45","OUT010",206.47858235468
"FDW33","OUT010",260.659662144527
"FDY24","OUT045",1180.00016704541
"FDB10","OUT010",563.421041150375
"FDM40","OUT035",2256.78157622295
"NCI06","OUT017",3513.42053117119
"FDW12","OUT019",328.729536104309
"FDX48","OUT027",4196.17592864083
"NCW05","OUT027",2942.22196513238
"FDX27","OUT017",1589.41638627013
"DRM37","OUT045",3270.73383215383
"FDA38","OUT045",3436.70687258826
"FDR36","OUT046",851.914967240176
"FDZ45","OUT046",3204.45229726925
"FDG05","OUT017",2421.38903153491
"FDK28","OUT013",4875.43589591141
"FDV47","OUT045",1403.99789764861
"FDN21","OUT045",2406.39133314268
"FDP20","OUT027",2936.09878466606
"FDI35","OUT045",3048.59484781718
"DRY23","OUT013",842.597377020511
"FDA56","OUT017",2097.66620551018
"FDB09","OUT013",1867.96862449976
"NCO26","OUT027",2981.40346855016
"FDQ49","OUT018",2568.87983206422
"FDI52","OUT027",3082.8607162042
"FDZ44","OUT027",3314.89090207128
"FDZ09","OUT018",2534.41347045418
"FDY03","OUT049",2080.12328205553
"NCG42","OUT017",2483.59665818109
"DRI13","OUT027",5933.72330388604
"FDQ32","OUT013",2103.24919521886
"FDW16","OUT035",1327.53106218701
"FDU27","OUT046",920.57286857923
"FDR28","OUT010",400.725595391419
"FDQ49","OUT010",443.089210418844
"FDS37","OUT046",1904.75894190739
"FDW26","OUT018",3182.07154477091
"FDX12","OUT018",2939.49491977754
"NCP06","OUT013",2590.92790469723
"FDW45","OUT010",347.294211003285
"NCN30","OUT049",1583.06527713301
"FDN24","OUT049",912.894747258478
"NCL41","OUT027",1634.12042856581
"FDR02","OUT019",281.213665605208
"FDD09","OUT010",453.453069369895
"FDS33","OUT010",206.097090170928
"FDU22","OUT045",1739.56954233207
"FDI53","OUT013",2210.10991025776
"DRH01","OUT049",2810.60150445234
"FDX32","OUT013",2301.99049319216
"NCP30","OUT018",700.944995731491
"FDB60","OUT045",2765.05903496084
"FDB14","OUT049",1447.08252839598
"NCP02","OUT035",952.03304604021
"FDJ10","OUT017",2039.73427730773
"FDG34","OUT046",1904.85197979663
"NCB18","OUT017",1534.28090817712
"FDM16","OUT049",1136.12142782534
"FDW25","OUT018",1421.33285983
"FDB35","OUT010",196.004221481827
"DRN11","OUT013",2219.58308945346
"FDF41","OUT019",570.815223257649
"FDH16","OUT045",1255.74742605343
"NCQ50","OUT018",2939.76082551372
"DRH23","OUT018",919.09345881385
"DRJ37","OUT013",2362.44700991249
"DRJ24","OUT027",4812.35861071352
"FDY16","OUT035",3134.77349970961
"FDQ27","OUT045",1802.47159945623
"FDZ33","OUT045",2337.14529169965
"FDF29","OUT045",1926.93149091467
"FDA08","OUT049",3316.90338330498
"FDG31","OUT046",1128.81145407825
"FDE34","OUT019",579.987243104819
"NCR30","OUT027",2233.80049081737
"FDV33","OUT035",4330.57945560289
"DRZ24","OUT018",1471.94009835748
"NCL54","OUT035",3065.98816908929
"FDR12","OUT049",3134.34946269264
"NCC54","OUT046",4063.00204634901
"DRN59","OUT013",872.493183256365
"FDX50","OUT019",216.151713272221
"FDV31","OUT027",4961.12946099155
"NCA29","OUT027",4644.11780703878
"FDW60","OUT049",3413.59775223635
"FDX08","OUT017",3237.42199085141
"DRD49","OUT013",3723.48954647491
"FDD33","OUT046",3585.1082093129
"FDW35","OUT013",810.773092746458
"FDJ36","OUT017",1720.3239270803
"FDV51","OUT035",3356.30960369296
"FDW36","OUT046",1744.02440616278
"FDH35","OUT046",2607.18231062838
"NCS30","OUT027",3031.88243555094
"FDN49","OUT017",747.80916439815
"FDL08","OUT018",2897.17246779964
"FDI09","OUT013",3427.19175336255
"FDP19","OUT018",1661.4599934637
"FDU21","OUT010",128.416197353673
"NCP41","OUT045",1539.53786989487
"FDY10","OUT013",1988.09253661069
"FDP12","OUT018",672.962373409783
"NCN26","OUT049",2188.57882527009
"FDK44","OUT013",2957.5872101446
"FDC28","OUT049",1581.54524400435
"FDJ41","OUT027",5881.05632941646
"NCT29","OUT035",1884.17422991683
"NCH42","OUT019",428.53166642473
"FDU60","OUT018",2566.39470746343
"FDS02","OUT045",2968.38291997158
"FDC51","OUT046",2059.61081622156
"FDU03","OUT013",3333.25985171954
"FDX39","OUT045",3370.40354614107
"NCY05","OUT010",141.672211603
"NCL06","OUT027",5490.46170832044
"FDD32","OUT035",1390.96458822221
"NCN41","OUT045",1731.58862750543
"NCX53","OUT049",2384.13693693839
"FDU57","OUT019",322.910560667516
"FDQ23","OUT046",1992.86677417154
"FDQ52","OUT045",4704.70357925226
"FDC14","OUT045",715.418470096401
"FDY09","OUT035",3573.49272668818
"FDQ28","OUT045",2692.38419983553
"FDV25","OUT046",4091.82813779098
"FDJ07","OUT035",1980.09327301809
"DRB25","OUT049",1686.50196389498
"FDK52","OUT019",642.805939510141
"FDY52","OUT027",1973.32846986812
"FDB28","OUT046",3485.81840155003
"FDT36","OUT035",688.358269995429
"FDV25","OUT017",3859.24041941757
"NCN07","OUT027",3108.44325020699
"FDC57","OUT017",3245.64076624696
"FDQ03","OUT018",3282.90883345053
"FDU23","OUT017",2931.51210158112
"NCX41","OUT035",3598.32867300291
"NCD06","OUT035",881.868203809829
"FDW08","OUT045",1642.16948045987
"NCU29","OUT017",2365.77405309
"NCE06","OUT013",2494.72067138586
"FDV52","OUT010",236.237897392709
"FDB02","OUT017",2962.67120048072
"NCR18","OUT045",725.592016650137
"FDK16","OUT049",1515.55898460389
"NCQ29","OUT010",595.117582557643
"FDZ01","OUT019",260.274649159644
"FDW27","OUT035",2440.36642780911
"FDD17","OUT018",3474.99648389075
"FDW39","OUT013",2748.50916656923
"DRH59","OUT045",1030.61909201033
"FDS52","OUT013",1307.38147624576
"FDU40","OUT027",5416.41415607525
"NCF54","OUT013",2698.58690946232
"FDH46","OUT045",1643.24254868081
"NCP14","OUT049",1667.69568026396
"FDH50","OUT049",3032.28848841377
"DRF15","OUT010",322.485203324437
"FDV27","OUT027",2518.56073401074
"NCJ06","OUT049",2160.16606455067
"FDN02","OUT018",2751.94928339593
"FDQ51","OUT049",975.672044175771
