"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDB35","OUT027",2604.71990770086
"FDA22","OUT017",2693.10070917678
"NCL06","OUT046",3747.30286425379
"FDI35","OUT013",3322.78380331188
"NCW42","OUT045",3415.03074097805
"NCX06","OUT049",3399.61325116619
"FDC37","OUT027",2600.55816610552
"FDZ14","OUT018",1729.26132928514
"DRG49","OUT049",4328.69031852402
"NCG06","OUT045",3744.74082079116
"DRC36","OUT045",2807.72239258152
"FDV21","OUT019",378.6734167239
"FDB53","OUT046",3020.12612948974
"DRP47","OUT019",584.525560243485
"FDA14","OUT013",2190.29956185468
"DRC24","OUT035",2843.52478478352
"FDW21","OUT018",1464.40168247964
"NCH29","OUT046",2028.58393327044
"FDU58","OUT013",3023.68504817964
"FDY27","OUT017",2396.75696609085
"FDV56","OUT035",1842.1145669858
"FDT59","OUT046",3928.93821912608
"FDB23","OUT046",3571.65006653602
"FDR49","OUT045",860.967291387699
"FDB03","OUT010",613.279692650068
"FDN39","OUT045",2781.04648740055
"FDX02","OUT027",5298.86600812676
"FDQ16","OUT027",2779.86652397152
"FDU35","OUT018",1601.37921747942
"NCT29","OUT013",1780.76331628586
"FDZ27","OUT046",835.758163363046
"FDN57","OUT017",2276.30693899021
"FDA03","OUT018",2034.69640064027
"FDZ36","OUT045",3137.85294491804
"NCU05","OUT013",1280.09687015785
"FDT39","OUT018",2274.50486187933
"FDK60","OUT017",1679.30367952108
"FDZ25","OUT017",3028.58279552034
"FDG12","OUT046",2275.18226051639
"DRB01","OUT019",545.537178554196
"NCC43","OUT027",5514.52849845266
"FDX13","OUT019",579.835719422109
"FDM22","OUT049",918.546200049529
"FDJ03","OUT027",1932.1800302926
"FDU14","OUT018",3811.61006959316
"FDB33","OUT010",399.106807948515
"FDP27","OUT046",3354.18186261543
"FDO38","OUT010",183.826502284978
"FDE28","OUT027",5639.9183196917
"FDO27","OUT035",1692.36074985762
"DRL23","OUT027",2590.64877362608
"FDS28","OUT046",939.55409225901
"FDX24","OUT013",1267.75015882934
"FDZ02","OUT035",1307.83746845358
"FDL46","OUT045",1627.87395356661
"FDS60","OUT027",4736.07183850806
"NCO06","OUT017",657.427468488682
"FDO16","OUT035",1632.60410543209
"FDC60","OUT049",1657.94472493692
"FDA48","OUT018",3352.37544519864
"FDZ36","OUT027",4246.19796177799
"FDK27","OUT045",1814.42436311326
"FDW23","OUT018",800.139261557291
"FDM14","OUT018",1491.86592894128
"FDM14","OUT013",1634.58777396183
"FDW60","OUT018",2609.73192320839
"FDE21","OUT013",1931.53774525525
"NCM42","OUT035",1939.72805416131
"FDY59","OUT010",188.566231919275
"DRI49","OUT049",1472.86526973855
"FDT28","OUT019",303.453220555763
"FDQ22","OUT018",744.004847404282
"FDR60","OUT049",1256.11809267519
"FDC50","OUT019",317.487383604687
"FDV24","OUT013",2537.95196735465
"DRF48","OUT010",581.425184468329
"FDQ47","OUT046",885.268351959969
"DRN36","OUT049",1733.7555766536
"NCY06","OUT035",2162.81742121168
"FDE52","OUT035",1424.72280657043
"NCB54","OUT045",1656.84212709448
"NCF31","OUT035",2573.46870991006
"FDJ08","OUT027",5130.25381782344
"NCC07","OUT017",1799.17438847961
"NCD19","OUT027",2042.64668271205
"FDL46","OUT049",1928.16974976845
"FDM20","OUT045",3953.08312715466
"NCI06","OUT010",430.117309700874
"DRM11","OUT035",3911.58573493265
"NCH07","OUT018",2302.36330068699
"FDS23","OUT013",2027.74462457258
"FDO49","OUT018",833.085203898515
"FDS35","OUT049",1115.37995472726
"DRK39","OUT045",1352.33047250452
"DRI39","OUT049",902.961464575283
"FDV04","OUT017",1958.96504875206
"NCN14","OUT035",2694.67055557442
"FDH08","OUT013",3760.10855081637
"FDS20","OUT046",2936.32028461496
"FDV40","OUT049",1140.16158940582
"FDZ48","OUT010",203.284370415689
"FDS24","OUT027",2669.51347895369
"FDK44","OUT049",2592.36798586666
"FDS48","OUT045",2324.84407124803
"FDK26","OUT010",592.707865321035
"FDD23","OUT045",3190.92903970538
"NCH54","OUT017",2639.64817962627
"NCP14","OUT010",241.856328392861
"FDM60","OUT010",143.548230780595
"FDV24","OUT017",2471.63801547308
"FDH08","OUT018",3193.26283526441
"FDS12","OUT027",3129.77939599258
"FDR39","OUT027",4997.24286705116
"FDP12","OUT027",1687.06475028509
"DRF60","OUT027",5193.41669764081
"FDC09","OUT035",1857.49797018331
"FDF50","OUT018",2808.97688555763
"FDG28","OUT035",3703.47295314025
"NCE19","OUT017",877.701177753586
"NCM53","OUT010",290.614517243615
"NCN18","OUT049",1648.08096064603
"FDF32","OUT035",3360.03534858321
"FDF11","OUT013",3423.30674260974
"DRI59","OUT049",3797.79202063983
"NCG54","OUT035",3106.14988550463
"FDM44","OUT046",1472.93815216822
"FDT57","OUT018",2507.42136061748
"FDV24","OUT046",2590.1459892028
"FDI50","OUT019",581.536808964898
"FDS09","OUT035",945.099462340216
"NCC31","OUT027",4011.97650974602
"FDQ07","OUT019",459.729696258653
"FDC22","OUT017",2958.27342432274
"FDZ56","OUT046",2518.96338277041
"FDZ40","OUT019",154.65501357577
"FDS46","OUT027",2876.91974602717
"DRD24","OUT045",1785.02733975812
"FDV45","OUT017",3191.02571688102
"FDL26","OUT045",2930.93512125559
"FDA56","OUT018",1514.11814967499
"FDN27","OUT046",1751.96500364864
"FDM20","OUT049",4171.46969842989
"FDO16","OUT017",1753.86066580338
"FDL03","OUT035",3217.05547710244
"FDE58","OUT046",2017.29381500309
"FDI02","OUT027",2949.65829827693
"NCC55","OUT019",154.201714533372
"FDR03","OUT018",2917.25872615501
"FDB14","OUT017",1707.95561458317
"FDR45","OUT013",3699.87905794867
"NCN07","OUT017",1949.77510257727
"FDM51","OUT019",259.659440673841
"FDT52","OUT027",5776.23406807449
"FDL26","OUT046",2524.7121098201
"NCZ42","OUT046",3030.96862984192
"DRI47","OUT019",405.969535020149
"FDW40","OUT013",2229.62828556541
"FDN34","OUT046",3216.37866281965
"FDS01","OUT035",3439.89219321145
"NCG55","OUT045",1690.18041066283
"FDC11","OUT035",1546.36314975013
"FDX35","OUT018",2995.83790438527
"NCB06","OUT046",2423.97557539542
"FDR09","OUT019",517.365377005442
"FDC53","OUT017",1681.42205132486
"FDY45","OUT013",3908.76822299593
"FDA22","OUT010",459.932358702187
"FDE02","OUT035",1778.55515064885
"FDW21","OUT045",1644.18062113488
"FDV34","OUT046",1314.95442876547
"FDS59","OUT049",2078.86959795365
"NCW17","OUT017",2452.06038542794
"NCK54","OUT046",1876.1191883075
"FDG17","OUT019",505.094152693716
"FDG35","OUT017",3466.15009710455
"FDD08","OUT010",152.713690908192
"NCO07","OUT017",3785.07796157767
"FDJ10","OUT010",321.227697102393
"FDW36","OUT017",1761.84935113562
"FDW21","OUT010",240.134664144297
"FDY19","OUT017",2020.26815897404
"DRE03","OUT013",747.502317169761
"NCC55","OUT049",820.238713317134
"FDH52","OUT010",166.003612999262
"FDO09","OUT017",4053.86233992336
"FDU43","OUT045",3777.65000820129
"FDX09","OUT010",441.856522976318
"FDH40","OUT019",226.777163231985
"FDW58","OUT017",1883.07753497253
"FDC47","OUT017",4367.77092746574
"NCR41","OUT035",1767.19041126403
"DRG49","OUT035",4714.75142015018
"FDC52","OUT027",4214.5848958702
"FDY13","OUT046",1272.47131305095
"FDY35","OUT013",893.217382186323
"FDI35","OUT017",3872.00597413147
"NCU18","OUT049",2546.76621919023
"FDY33","OUT018",2634.66857947779
"FDC15","OUT027",4074.08062152541
"FDU01","OUT049",3122.15149760831
"NCU42","OUT046",2864.22900582157
"NCV29","OUT018",2472.56931802092
"NCY30","OUT017",3077.32627101448
"FDQ46","OUT049",1801.08228192312
"FDG58","OUT027",4078.74489251286
"FDK33","OUT017",4309.68190701392
"NCD07","OUT045",1412.69771759747
"NCX29","OUT027",3704.95807020881
"NCT42","OUT013",2412.03907642377
"DRN59","OUT035",802.278542400612
"FDI44","OUT035",1403.77016235935
"FDA45","OUT049",2286.52402420109
"FDP31","OUT045",1001.0178616093
"FDY01","OUT046",1874.72676208583
"FDT09","OUT018",1838.40202999272
"DRH03","OUT027",2485.07914568101
"FDA36","OUT018",2449.64651394544
"NCF31","OUT017",2352.1150368855
"FDG14","OUT049",2560.61823219441
"FDG28","OUT027",5771.24295802916
"FDU14","OUT049",3645.72325014292
"FDY47","OUT019",285.906897863011
"FDI56","OUT049",1502.93862943188
"DRD01","OUT013",896.649217404595
"FDM22","OUT046",1090.76844321034
"FDH33","OUT013",758.615041174508
"DRZ24","OUT013",2042.38919632309
"NCQ38","OUT046",1660.45953277314
"FDO16","OUT027",2300.73722644358
"FDU07","OUT027",4027.48652571145
"NCB07","OUT013",2640.79804126081
"FDU48","OUT045",1801.43873618501
"NCM43","OUT045",2492.20477557825
"FDR31","OUT010",294.291686510902
"DRK49","OUT018",624.401249787517
"NCI30","OUT010",683.357744854479
"DRD60","OUT017",3199.22774818976
"NCG19","OUT046",3264.86727828594
"FDH12","OUT035",1690.58014228152
"FDM32","OUT035",1720.07087225552
"FDM27","OUT035",2717.67506002376
"NCU53","OUT027",4075.36577598083
"NCQ18","OUT046",1783.17115557967
"FDS10","OUT013",3084.02768512958
"FDB33","OUT027",4688.8419149608
"FDI12","OUT013",1389.10484139831
"NCW42","OUT013",3796.26188482693
"NCC06","OUT018",1782.95996812636
"FDW02","OUT017",2249.05711120024
"NCD43","OUT017",1753.16408046287
"FDM57","OUT018",1182.81111071321
"FDA58","OUT017",3614.3019869382
"FDK56","OUT046",3053.72509705947
"FDP52","OUT045",3863.4358623018
"FDW20","OUT018",1658.62470772159
"FDS52","OUT049",1639.11811876399
"NCT29","OUT018",1600.76109358556
"NCL54","OUT013",3045.71125069089
"FDC05","OUT045",2657.71913747071
"FDF34","OUT035",2886.63276352148
"FDP03","OUT027",3030.07475238825
"FDD32","OUT010",178.798457125306
"FDZ10","OUT045",1939.15291166133
"FDZ40","OUT035",843.616147944617
"FDD51","OUT018",802.007883055993
"NCY30","OUT019",421.129069212596
"FDP58","OUT017",3621.73108342791
"FDV49","OUT017",4156.76554761196
"FDY24","OUT019",191.165055390354
"NCO55","OUT017",1633.03949859461
"FDR13","OUT017",2061.35904221889
"FDS51","OUT017",993.288532139279
"FDP26","OUT045",1374.64566221423
"NCB54","OUT027",3526.48601748601
"FDF32","OUT017",3215.75655096825
"FDN31","OUT018",2648.13418970057
"DRM48","OUT017",829.376506297035
"FDN20","OUT049",2906.86080194938
"DRL01","OUT046",3465.92355227869
"FDV56","OUT049",1559.46566487793
"DRH13","OUT027",2638.44371658717
"FDA03","OUT017",2466.10879405579
"FDF47","OUT027",5222.0399504596
"FDX32","OUT046",2586.87872593389
"FDX57","OUT049",1896.29238224435
"NCA30","OUT045",2984.46166885563
"FDO49","OUT013",732.12448934264
"FDL04","OUT019",239.140710437567
"DRM48","OUT035",838.058874805629
"FDR16","OUT013",3360.10637517338
"NCC19","OUT018",2754.63442128316
"NCE42","OUT045",2660.16691524631
"FDY24","OUT017",1159.25850788436
"FDH19","OUT049",2510.99805591491
"FDJ46","OUT013",2603.15042246347
"FDN45","OUT010",564.628321191762
"FDY08","OUT035",2199.6839753876
"FDZ37","OUT035",1594.49108583821
"NCT30","OUT045",924.118197162392
"DRY23","OUT018",676.694721890258
"NCZ30","OUT018",1778.34031342371
"FDC44","OUT018",1506.1035381701
"FDB45","OUT035",1829.39875172288
"FDY04","OUT013",2420.66619662637
"FDM27","OUT046",2428.41478579374
"FDZ43","OUT017",4508.93319151856
"FDT39","OUT019",382.003597238919
"NCC06","OUT019",327.351026007557
"FDL15","OUT027",4179.84238920172
"FDL57","OUT017",4908.391405411
"FDU08","OUT046",1456.93138782779
"FDK40","OUT017",3743.4225549431
"FDQ12","OUT010",476.72682282188
"FDS48","OUT017",2693.38641858117
"FDP09","OUT045",3316.3728387194
"FDW21","OUT049",1662.57892593361
"FDY25","OUT035",3582.25405230973
"DRE13","OUT017",1470.26993113831
"FDV43","OUT019",144.369515111858
"FDD22","OUT045",1706.6714704497
"FDM46","OUT019",296.980556589344
"NCO30","OUT010",485.979617292327
"FDM25","OUT046",2516.11142150897
"NCN41","OUT049",2074.5093874768
"FDU24","OUT045",1612.92771953188
"FDZ50","OUT046",3158.9904817503
"FDP45","OUT013",4050.24722029833
"NCM54","OUT045",1678.23637288965
"FDW10","OUT019",418.285046478665
"FDP20","OUT017",2016.39421005697
"FDK32","OUT046",2630.76577351682
"FDN52","OUT049",1225.67612442394
"FDM58","OUT045",2043.7812925896
"FDZ46","OUT027",3198.38248266423
"NCA18","OUT018",1712.14993127208
"FDD35","OUT046",2102.78713232887
"NCK31","OUT035",966.953194602356
"FDI40","OUT027",2751.70452494727
"FDT50","OUT019",221.233916537886
"NCT06","OUT046",2546.08041921015
"FDT31","OUT035",3112.87914933789
"FDT45","OUT049",930.58341438439
"FDT13","OUT045",2978.87326845999
"FDO50","OUT045",1511.34010820382
"NCU18","OUT010",302.188383599488
"NCR54","OUT049",3296.03138820646
"NCO18","OUT018",2481.20535928367
"FDU09","OUT045",873.203006092566
"FDT13","OUT018",2443.72610245877
"FDE09","OUT046",1886.66228954828
"NCK53","OUT019",276.121719150146
"FDG45","OUT049",3600.36387144165
"DRH15","OUT035",800.453037254477
"FDO21","OUT019",506.681918032529
"FDD14","OUT027",4777.08064067158
"FDC09","OUT046",1640.13130664722
"FDH45","OUT027",1749.5514160934
"FDV32","OUT046",1242.50394795393
"FDG12","OUT035",2187.20651819109
"FDS32","OUT013",2196.85986531892
"NCL55","OUT018",3505.40121177992
"DRE01","OUT035",4432.91676406113
"DRE15","OUT049",1245.54388054205
"NCL42","OUT045",3738.12876142951
"FDP31","OUT013",1042.38896224229
"FDN33","OUT018",1393.72979800682
"FDZ59","OUT046",3072.87575522804
"FDE45","OUT010",410.377842712185
"FDJ07","OUT013",1677.76614953383
"FDQ45","OUT018",2741.33079261963
"FDM33","OUT027",5438.21567275574
"FDO15","OUT010",181.63352954179
"FDM46","OUT013",1606.33999838516
"FDR03","OUT045",3020.63735021824
"FDY49","OUT018",2167.53208975974
"FDQ60","OUT045",1870.76556276518
"FDW10","OUT049",2424.75225432571
"FDO51","OUT049",901.975010912917
"FDJ40","OUT018",1426.96574518248
"FDS20","OUT018",2460.29816102215
"FDU45","OUT013",2264.07870644729
"FDV02","OUT035",2820.10013544592
"FDN09","OUT046",3174.53948738762
"NCM55","OUT027",4356.90027069304
"FDN23","OUT018",2403.99407600531
"FDY31","OUT010",356.925415697642
"FDW03","OUT010",281.625649685831
"FDD14","OUT046",2882.6398533633
"FDV23","OUT017",1727.31281760446
"DRI03","OUT045",2414.55215688685
"FDN13","OUT035",1482.14693128987
"FDF45","OUT027",2280.7859192675
"FDU46","OUT035",1591.07027898009
"FDB57","OUT049",3351.1050420547
"FDV12","OUT049",1886.55558747298
"FDQ58","OUT013",2405.5348303715
"NCA18","OUT017",1793.55471013376
"FDH52","OUT049",971.776634760364
"FDM24","OUT018",2279.53434306539
"NCP43","OUT027",4349.71851153356
"NCO18","OUT019",353.41395893183
"FDM32","OUT017",1515.83747536272
"NCL07","OUT017",719.721028090145
"FDK03","OUT013",4567.50735166953
"FDP59","OUT017",1802.85615313695
"FDQ24","OUT049",3681.62010842888
"FDQ16","OUT018",1431.39105702449
"FDU44","OUT013",2289.2280975121
"FDH28","OUT010",138.952551536403
"FDV28","OUT019",139.02764226271
"FDM22","OUT045",919.759628575772
"FDR56","OUT046",2583.47134966849
"FDV39","OUT049",2789.04844628539
"FDU37","OUT019",263.486263596307
"FDQ11","OUT010",674.680087345637
"FDX02","OUT045",3970.83195164869
"NCS42","OUT018",1498.63599837041
"FDY57","OUT027",2769.85448883396
"FDB21","OUT049",3679.37495649959
"FDE28","OUT017",3323.42703775675
"FDQ55","OUT017",2179.34389403079
"FDA48","OUT049",3695.36882583405
"FDZ19","OUT045",2544.92507486998
"NCC43","OUT045",3263.60791891231
"NCV18","OUT046",1535.08867180144
"NCA42","OUT018",2568.1890991318
"FDY45","OUT046",3389.69412969276
"NCC30","OUT045",2783.67996384367
"FDM57","OUT013",1522.40747399145
"FDL09","OUT010",401.738199294695
"FDB09","OUT027",3481.16687611964
"FDT44","OUT035",1857.30585793887
"NCT06","OUT027",4364.76898953529
"FDX26","OUT049",3308.59865240824
"FDK32","OUT013",2562.88358143769
"DRA12","OUT046",2042.44329301728
"FDO46","OUT010",539.974612023877
"FDE52","OUT013",1366.25720884321
"NCH42","OUT045",3647.83193181111
"FDV08","OUT035",787.636222691177
"FDB47","OUT018",2529.62813649706
"FDC28","OUT010",234.416715326893
"FDD22","OUT046",1652.38393257323
"FDS07","OUT027",3342.71395513027
"DRI13","OUT045",3189.72771665446
"FDG32","OUT018",3286.46994205938
"FDU14","OUT017",3716.56639448184
"FDD28","OUT019",162.363054024505
"NCP41","OUT017",1729.15434561796
"FDS08","OUT049",2587.17767454894
"FDX47","OUT045",2335.81673940769
"FDC53","OUT019",220.289453723269
"FDQ19","OUT035",3890.35841402906
"FDL14","OUT045",2490.32834846782
"FDM33","OUT019",544.771510134854
"FDA51","OUT045",1855.01710083146
"FDZ27","OUT018",862.93336105173
"FDT04","OUT046",735.873577300321
"DRC13","OUT049",1957.08867508557
"FDR16","OUT027",4891.86481715367
"FDQ03","OUT027",5669.86168872877
"FDE38","OUT035",2875.48306352157
"DRH23","OUT027",2187.65797166924
"FDT11","OUT019",572.197117316485
"FDD09","OUT035",3052.70508539164
"FDR40","OUT045",1366.77478205838
"FDX07","OUT017",3053.42985091218
"FDR07","OUT035",2056.72051906217
"FDA51","OUT017",1877.63283867845
"FDT59","OUT019",603.610461088841
"FDF20","OUT017",3202.62589429147
"FDR13","OUT045",1738.64677206548
"FDY26","OUT049",3280.4816097612
"FDW04","OUT017",1902.68860673592
"FDK52","OUT017",4338.45830661955
"FDN60","OUT049",2904.45650350736
"FDM09","OUT019",397.369133676772
"FDP46","OUT049",1618.91863067349
"FDB50","OUT019",294.187981273887
"NCQ29","OUT049",3680.22393105705
"FDP16","OUT027",5644.652622781
"FDX33","OUT018",2547.44467994209
"FDP07","OUT010",490.184367008027
"FDN22","OUT046",3362.24460595816
"FDF39","OUT049",3876.70027002119
"FDS21","OUT017",1016.98434321784
"NCM42","OUT013",1712.90409096782
"FDK50","OUT019",450.313364768426
"DRF13","OUT027",3746.08986416052
"FDH35","OUT018",2201.95152193533
"FDP60","OUT018",1437.03295866263
"DRJ49","OUT027",2847.70837586866
"NCT42","OUT019",387.27355798842
"FDE38","OUT049",2460.41236863765
"FDI04","OUT049",3458.84076491556
"NCH54","OUT045",2695.01014704395
"FDT56","OUT049",956.893201580656
"DRD15","OUT018",3100.59359067898
"FDV58","OUT013",2864.52509768052
"FDP21","OUT049",3357.27575388395
"FDH05","OUT013",3339.64123891415
"FDR10","OUT027",4443.01818658153
"NCP06","OUT045",2112.36064544407
"FDF33","OUT049",1858.09462773167
"DRK37","OUT013",3517.24042685739
"DRH49","OUT045",1306.29703317397
"FDT58","OUT013",2689.68503595835
"FDD41","OUT018",1527.16410116545
"FDP40","OUT018",1915.18130485157
"FDM51","OUT027",2788.90114526545
"FDO45","OUT010",201.527259227745
"FDW33","OUT010",271.478801113818
"FDY24","OUT045",1170.18621438877
"FDB10","OUT010",530.223066274801
"FDM40","OUT035",2249.3782954028
"NCI06","OUT017",3564.46751122255
"FDW12","OUT019",312.549887870949
"FDX48","OUT027",4135.25349892804
"NCW05","OUT027",2868.69168732116
"FDX27","OUT017",1622.01193048033
"DRM37","OUT045",3219.00294493007
"FDA38","OUT045",3412.0832150724
"FDR36","OUT046",863.78094975586
"FDZ45","OUT046",3155.53896352503
"FDG05","OUT017",2489.55199681553
"FDK28","OUT013",4860.83857317266
"FDV47","OUT045",1362.60581576948
"FDN21","OUT045",2437.16551723646
"FDP20","OUT027",2847.20336636462
"FDI35","OUT045",3150.88120871006
"DRY23","OUT013",874.677481999357
"FDA56","OUT017",2093.35657364512
"FDB09","OUT013",1835.91719051805
"NCO26","OUT027",2937.50365312303
"FDQ49","OUT018",2601.50431552955
"FDI52","OUT027",3053.63567835492
"FDZ44","OUT027",3365.14178836807
"FDZ09","OUT018",2577.5959270061
"FDY03","OUT049",2091.79106467266
"NCG42","OUT017",2389.92973515019
"DRI13","OUT027",5961.51082068946
"FDQ32","OUT013",2135.17705496965
"FDW16","OUT035",1318.75883688541
"FDU27","OUT046",900.590667023867
"FDR28","OUT010",387.090750232602
"FDQ49","OUT010",461.254866851459
"FDS37","OUT046",1864.04297776076
"FDW26","OUT018",3136.03894083247
"FDX12","OUT018",2862.5746623612
"NCP06","OUT013",2608.84161702971
"FDW45","OUT010",344.026024185221
"NCN30","OUT049",1624.54665462277
"FDN24","OUT049",940.278152571554
"NCL41","OUT027",1638.5524884257
"FDR02","OUT019",277.717885897136
"FDD09","OUT010",432.89036917843
"FDS33","OUT010",204.19789337384
"FDU22","OUT045",1733.73005562888
"FDI53","OUT013",2261.57828542213
"DRH01","OUT049",2768.61086619776
"FDX32","OUT013",2222.35110660505
"NCP30","OUT018",715.617562565843
"FDB60","OUT045",2847.78422957443
"FDB14","OUT049",1453.47786598048
"NCP02","OUT035",918.551065017417
"FDJ10","OUT017",2005.17147447107
"FDG34","OUT046",1896.45604781804
"NCB18","OUT017",1546.96874166966
"FDM16","OUT049",1156.24602746323
"FDW25","OUT018",1397.60358503062
"FDB35","OUT010",207.561790287104
"DRN11","OUT013",2215.83871839945
"FDF41","OUT019",554.475997336497
"FDH16","OUT045",1325.750682249
"NCQ50","OUT018",2877.27466719496
"DRH23","OUT018",916.664420018309
"DRJ37","OUT013",2420.38159643867
"DRJ24","OUT027",4717.64291855969
"FDY16","OUT035",3179.88153252428
"FDQ27","OUT045",1812.01910611279
"FDZ33","OUT045",2393.9881731275
"FDF29","OUT045",1954.6029537874
"FDA08","OUT049",3302.61177941472
"FDG31","OUT046",1143.09815998286
"FDE34","OUT019",549.443644973156
"NCR30","OUT027",2286.5203780012
"FDV33","OUT035",4237.37498151204
"DRZ24","OUT018",1502.60139052017
"NCL54","OUT035",3120.09889624124
"FDR12","OUT049",3194.25613991784
"NCC54","OUT046",4257.1467519515
"DRN59","OUT013",847.34928805369
"FDX50","OUT019",221.52010453956
"FDV31","OUT027",4897.28155920738
"NCA29","OUT027",4572.90455926706
"FDW60","OUT049",3303.75087424116
"FDX08","OUT017",3133.89828782
"DRD49","OUT013",3843.19306524666
"FDD33","OUT046",3613.43145622061
"FDW35","OUT013",824.195252551327
"FDJ36","OUT017",1805.60867314747
"FDV51","OUT035",3362.49371311283
"FDW36","OUT046",1751.03591376687
"FDH35","OUT046",2563.96137733932
"NCS30","OUT027",3061.38329047628
"FDN49","OUT017",770.815983791346
"FDL08","OUT018",2840.02606333682
"FDI09","OUT013",3365.85447929049
"FDP19","OUT018",1659.5639182546
"FDU21","OUT010",132.170124219532
"NCP41","OUT045",1566.61237919025
"FDY10","OUT013",1928.17026412523
"FDP12","OUT018",692.170051079586
"NCN26","OUT049",2178.91173486979
"FDK44","OUT013",2884.80417796582
"FDC28","OUT049",1563.13907944838
"FDJ41","OUT027",5938.01277334361
"NCT29","OUT035",1918.27284745434
"NCH42","OUT019",435.805449687752
"FDU60","OUT018",2578.27543607243
"FDS02","OUT045",2951.1057969766
"FDC51","OUT046",2086.7426478005
"FDU03","OUT013",3280.86312953588
"FDX39","OUT045",3444.32370427853
"NCY05","OUT010",146.548064956672
"NCL06","OUT027",5504.29502507685
"FDD32","OUT035",1398.47437728997
"NCN41","OUT045",1711.37239201013
"NCX53","OUT049",2415.00119638455
"FDU57","OUT019",315.808932006501
"FDQ23","OUT046",1969.66057485133
"FDQ52","OUT045",4671.77358021559
"FDC14","OUT045",682.106649656502
"FDY09","OUT035",3542.76286024875
"FDQ28","OUT045",2673.82426791086
"FDV25","OUT046",4022.79391279715
"FDJ07","OUT035",1982.60669455935
"DRB25","OUT049",1669.39454345224
"FDK52","OUT019",632.258935144427
"FDY52","OUT027",1940.13968696001
"FDB28","OUT046",3479.5795030525
"FDT36","OUT035",704.424508817385
"FDV25","OUT017",3926.18993787428
"NCN07","OUT027",3163.61821127215
"FDC57","OUT017",3386.82645030871
"FDQ03","OUT018",3271.69193286918
"FDU23","OUT017",3013.30471837874
"NCX41","OUT035",3705.228144024
"NCD06","OUT035",844.238217690549
"FDW08","OUT045",1642.79595596703
"NCU29","OUT017",2366.86771421336
"NCE06","OUT013",2564.60375875617
"FDV52","OUT010",229.670850226417
"FDB02","OUT017",2967.07020275583
"NCR18","OUT045",687.615611333902
"FDK16","OUT049",1497.98009855591
"NCQ29","OUT010",593.583186788132
"FDZ01","OUT019",262.543387721458
"FDW27","OUT035",2415.6626569373
"FDD17","OUT018",3475.06700267289
"FDW39","OUT013",2748.49943316732
"DRH59","OUT045",1082.99061559853
"FDS52","OUT013",1292.01397810515
"FDU40","OUT027",5589.37773877019
"NCF54","OUT013",2722.57765240118
"FDH46","OUT045",1598.59113534631
"NCP14","OUT049",1660.54997954978
"FDH50","OUT049",3082.72562447567
"DRF15","OUT010",327.252681330988
"FDV27","OUT027",2602.90294619795
"NCJ06","OUT049",2183.23010120752
"FDN02","OUT018",2833.73367398745
"FDQ51","OUT049",973.421292551093
